Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
197,DaQuan Jeffries,28,SAC,SG,3,0,20.0,3.7,6.3,.579,1.3,3.0,.444,2.3,3.3,.700,.684,1.7,1.7,1.000,1.0,0.7,1.7,0.3,0.7,0.0,0.0,3.0,10.3,,jeffrda01
198,Bub Carrington,20,WAS,PG,76,42,27.6,3.6,8.8,.417,2.0,4.9,.396,1.7,3.8,.443,.529,1.0,1.4,.728,0.4,3.0,3.5,4.6,0.6,0.2,2.3,2.3,10.2,,carrica01
199,D'Angelo Russell,29,DAL,PG,26,3,19.0,3.6,8.9,.405,1.3,4.3,.295,2.3,4.6,.508,.476,1.7,2.3,.717,0.3,2.0,2.3,4.0,0.5,0.1,1.9,1.2,10.2,,russeda01
200,Jalen Smith,25,CHI,C,53,21,20.7,3.7,7.6,.483,1.5,4.2,.373,2.1,3.5,.614,.584,1.3,1.8,.742,1.8,4.8,6.7,1.2,0.5,0.8,1.0,2.1,10.2,,smithja04
201,Ziaire Williams,24,BRK,SF,56,13,22.9,3.3,7.7,.425,1.5,4.5,.343,1.8,3.3,.538,.524,2.1,2.5,.850,0.5,1.9,2.4,1.1,1.4,0.4,1.1,2.1,10.2,,willizi02
202,Tristan Da Silva,24,ORL,SF,72,33,24.8,3.7,8.2,.450,1.6,4.2,.384,2.0,3.9,.521,.549,1.1,1.3,.890,0.8,2.9,3.7,1.5,0.9,0.3,0.8,1.6,10.1,,dasiltr01
203,Neemias Queta,26,BOS,C,72,71,25.4,4.2,6.6,.643,0.0,0.1,.000,4.2,6.5,.652,.643,1.7,2.4,.699,2.9,5.4,8.4,1.6,0.8,1.3,1.0,2.8,10.1,,quetane01
204,Kevin Huerter,27,2TM,SF,65,13,22.4,3.9,8.6,.453,1.4,4.6,.305,2.5,3.9,.629,.536,0.8,1.1,.768,0.5,3.0,3.5,2.5,0.8,0.5,1.0,1.7,10.0,,huertke01
204,Kevin Huerter,27,CHI,SF,44,11,23.6,4.2,9.2,.455,1.6,5.1,.314,2.6,4.1,.630,.542,0.9,1.3,.732,0.5,3.3,3.8,2.6,0.8,0.6,1.1,1.9,10.9,,huertke01
204,Kevin Huerter,27,DET,SG,21,2,20.0,3.3,7.3,.448,1.0,3.8,.278,2.2,3.6,.627,.519,0.6,0.6,.923,0.5,2.3,2.8,2.1,1.0,0.3,0.8,1.2,8.2,,huertke01
205,Harrison Barnes,33,SAS,PF,72,52,26.0,3.4,7.6,.450,1.8,4.8,.389,1.6,2.8,.554,.573,1.3,1.6,.828,0.8,2.0,2.9,2.0,0.7,0.2,0.8,1.1,10.0,,barneha02
206,Isaiah Stewart,24,DET,C,55,13,23.1,3.8,7.0,.541,0.7,2.1,.333,3.1,4.9,.632,.592,1.7,2.3,.760,1.7,3.4,5.1,1.2,0.3,1.6,1.1,2.8,10.0,,stewais01
207,Obi Toppin,27,IND,PF,19,3,16.9,3.7,7.5,.500,1.3,4.1,.321,2.4,3.4,.719,.588,1.2,1.4,.852,0.5,3.5,4.1,2.2,0.5,0.1,1.1,1.3,10.0,,toppiob01
208,Precious Achiuwa,26,SAC,C,69,53,23.6,4.3,7.9,.538,0.4,1.3,.307,3.9,6.7,.583,.563,1.0,1.7,.559,2.4,4.3,6.7,1.3,0.9,0.7,0.9,1.7,9.9,,achiupr01
209,Royce O'Neale,32,PHO,SF,74,67,28.8,3.4,8.1,.419,2.8,6.8,.407,0.6,1.4,.475,.588,0.4,0.5,.722,0.7,4.1,4.8,2.7,1.1,0.4,1.4,2.3,9.9,,onealro01
210,Ausar Thompson,23,DET,SF,68,67,26.0,4.1,8.0,.516,0.1,0.3,.261,4.0,7.6,.527,.521,1.5,2.7,.565,2.1,3.8,5.8,3.0,2.0,0.9,1.5,2.8,9.9,,thompau01
211,A.J. Green,26,MIL,SG,73,63,28.7,3.2,7.6,.418,2.8,6.8,.410,0.4,0.8,.483,.602,0.7,0.8,.842,0.3,2.3,2.6,2.0,0.5,0.1,0.9,2.3,9.8,,greenaj01
212,Zach Collins,28,CHI,C,10,0,18.4,3.7,6.4,.578,0.9,2.1,.429,2.8,4.3,.651,.648,1.4,2.0,.700,1.6,4.0,5.6,1.5,0.2,0.4,1.0,1.8,9.7,,colliza01
213,Jordan Miller,26,LAC,SF,55,1,21.7,3.5,6.7,.522,0.6,1.8,.320,2.9,4.9,.595,.564,2.2,2.9,.764,0.9,2.1,3.0,2.1,0.8,0.2,1.0,0.9,9.7,,millejo02
214,Olivier-Maxence Prosper,23,MEM,PF,51,22,18.6,3.5,6.4,.540,1.1,2.7,.399,2.4,3.7,.642,.623,1.6,2.2,.764,1.1,2.4,3.5,1.0,0.8,0.3,0.9,1.5,9.7,,prospol01
215,Zaccharie Risacher,20,ATL,SF,64,45,22.7,3.7,8.1,.458,1.5,3.9,.376,2.2,4.2,.536,.549,0.9,1.3,.640,1.0,2.8,3.8,1.1,0.9,0.5,0.9,2.2,9.7,,risacza01
216,Aaron Wiggins,27,OKC,SG,60,19,22.2,3.7,8.5,.434,1.5,4.3,.357,2.2,4.2,.512,.524,0.9,1.2,.743,0.7,2.5,3.2,1.7,0.9,0.4,1.3,1.3,9.7,,wiggiaa01
217,Daniel Gafford,27,DAL,C,54,43,21.8,3.8,5.8,.657,0.0,0.0,,3.8,5.8,.657,.657,2.0,2.9,.682,2.5,4.4,6.9,1.1,0.7,1.2,1.2,2.6,9.6,,gaffoda01
218,Will Riley,19,WAS,SF,68,15,21.0,3.4,7.7,.444,1.0,3.1,.332,2.4,4.6,.521,.511,1.8,2.3,.797,0.8,1.9,2.6,1.8,0.6,0.1,1.2,1.1,9.6,,rileywi01
219,Landry Shamet,28,NYK,SG,48,12,23.0,3.2,7.3,.442,2.1,5.3,.394,1.1,2.0,.567,.584,1.1,1.5,.716,0.5,1.4,1.9,1.4,0.6,0.2,0.6,1.6,9.6,,shamela01
220,Jay Huff,27,IND,C,77,46,20.8,3.5,7.4,.471,1.5,4.6,.317,2.0,2.8,.724,.570,1.0,1.2,.819,0.9,3.0,3.9,1.4,0.5,1.8,0.9,2.3,9.5,,huffja01
221,Javon Small,23,MEM,PG,40,12,20.1,3.2,6.7,.472,1.5,3.3,.439,1.7,3.4,.504,.580,1.7,2.0,.825,0.9,2.3,3.1,3.8,0.8,0.2,1.4,1.6,9.5,,smallja01
222,Marcus Smart,31,LAL,SG,60,53,28.8,3.1,7.7,.399,1.6,4.8,.336,1.5,3.0,.500,.502,1.7,2.1,.816,0.6,2.2,2.8,2.8,1.4,0.4,1.5,2.6,9.5,,smartma01
223,Isaiah Hartenstein,27,OKC,C,44,43,24.8,4.0,6.5,.618,0.0,0.2,.000,4.0,6.3,.633,.618,1.4,2.3,.594,3.3,6.3,9.6,3.6,1.1,0.8,1.8,2.5,9.4,,harteis01
224,T.J. McConnell,33,IND,PG,56,4,17.2,4.3,8.0,.538,0.3,0.9,.320,4.0,7.1,.565,.556,0.4,0.5,.862,0.4,1.8,2.2,5.1,1.0,0.2,1.1,1.1,9.4,,mccontj01
225,Daniss Jenkins,24,DET,PG,67,17,19.9,3.3,7.8,.416,1.0,2.7,.383,2.2,5.1,.433,.482,1.7,2.1,.816,0.7,1.6,2.2,3.6,0.9,0.2,1.5,1.5,9.3,,jenkida01
226,Cormac Ryan,27,MIL,SG,6,0,18.5,2.8,6.0,.472,1.7,3.7,.455,1.2,2.3,.500,.611,2.0,2.2,.923,0.5,0.2,0.7,1.2,0.7,0.3,1.0,2.2,9.3,,ryanco01
227,Davion Mitchell,27,MIA,PG,66,66,28.6,3.6,7.5,.482,1.3,3.3,.395,2.3,4.3,.548,.567,0.6,0.9,.672,0.4,2.2,2.7,6.5,1.0,0.2,1.5,2.6,9.2,,mitchda01
228,Svi Mykhailiuk,28,UTA,SF,49,41,23.1,3.4,7.1,.483,1.9,4.6,.412,1.5,2.4,.617,.617,0.5,0.6,.893,0.7,1.7,2.4,1.9,0.5,0.1,0.8,1.3,9.2,,mykhasv01
229,Isaac Okoro,25,CHI,SG,61,60,26.9,3.3,7.2,.457,1.2,3.5,.338,2.1,3.8,.568,.538,1.4,1.8,.791,1.1,1.6,2.7,1.5,0.7,0.5,0.7,2.6,9.2,,okorois01
230,Gui Santos,23,GSW,PF,65,28,20.3,3.4,6.6,.510,1.2,3.2,.355,2.2,3.4,.661,.598,1.3,1.8,.728,1.1,2.8,3.9,2.3,0.9,0.3,1.5,2.0,9.2,,santogu01
231,Cam Whitmore,21,WAS,SF,21,0,16.9,3.7,8.0,.456,0.8,2.7,.286,2.9,5.4,.540,.503,1.1,1.5,.742,0.9,1.9,2.8,0.7,0.7,0.4,0.9,1.2,9.2,,whitmca01
232,Jaden Hardy,23,2TM,SG,54,4,15.6,3.2,7.4,.428,1.8,4.5,.393,1.4,2.9,.481,.548,1.0,1.3,.754,0.3,1.3,1.5,0.9,0.3,0.1,1.1,1.5,9.1,,hardyja02
232,Jaden Hardy,23,DAL,SG,34,4,12.6,2.3,5.7,.402,1.4,3.6,.371,0.9,2.1,.457,.521,0.9,1.2,.775,0.3,1.1,1.4,0.9,0.3,0.1,0.8,1.1,6.9,,hardyja02
232,Jaden Hardy,23,WAS,SG,20,0,20.8,4.7,10.3,.451,2.5,6.0,.417,2.2,4.3,.500,.573,1.1,1.5,.724,0.2,1.6,1.8,1.1,0.3,0.2,1.6,2.0,12.9,,hardyja02
233,Corey Kispert,26,2TM,SF,55,9,18.8,3.2,6.9,.464,1.5,4.1,.357,1.7,2.8,.621,.570,1.3,1.6,.820,0.5,1.9,2.3,1.6,0.3,0.2,0.8,1.1,9.1,,kispeco01
233,Corey Kispert,26,WAS,SF,19,2,19.5,3.1,6.3,.496,1.6,4.0,.395,1.5,2.3,.674,.622,1.4,1.8,.765,0.3,2.0,2.3,1.7,0.4,0.2,0.7,1.1,9.2,,kispeco01
233,Corey Kispert,26,ATL,SF,36,7,18.5,3.2,7.2,.450,1.4,4.1,.338,1.8,3.1,.600,.547,1.3,1.5,.855,0.6,1.8,2.4,1.6,0.2,0.2,0.8,1.1,9.1,,kispeco01
234,Sam Hauser,28,BOS,PF,74,45,24.8,3.2,7.7,.418,2.5,6.4,.390,0.7,1.2,.567,.582,0.2,0.3,.842,0.7,3.1,3.9,1.4,0.5,0.3,0.5,1.5,9.1,,hausesa01
235,Micah Potter,27,IND,C,42,3,18.4,2.9,5.7,.513,1.4,3.3,.429,1.5,2.4,.630,.638,1.8,2.0,.881,1.1,3.2,4.4,1.4,0.4,0.3,0.9,1.8,9.0,,pottemi01
236,Tristan Vukcevic,22,WAS,C,49,12,13.7,3.1,6.5,.479,1.0,2.9,.347,2.1,3.5,.590,.558,1.8,2.3,.784,0.7,2.3,3.0,1.1,0.5,0.7,1.3,1.7,9.0,,vukcetr01
237,Herbert Jones,27,NOP,SF,55,55,28.7,3.3,8.6,.382,1.4,4.7,.309,1.9,4.0,.468,.465,0.9,1.1,.806,0.9,2.5,3.4,2.8,1.6,0.5,1.3,3.2,8.9,,joneshe01
238,Danny Wolf,21,BRK,PF,57,15,20.8,3.1,7.7,.405,1.2,3.7,.322,1.9,4.0,.480,.482,1.5,1.9,.771,1.0,3.9,4.9,2.2,0.5,0.6,1.3,2.2,8.9,,wolfda01
239,Jordan Clarkson,33,NYK,SG,68,1,18.0,3.3,7.4,.450,1.0,3.1,.333,2.3,4.3,.534,.520,1.1,1.3,.824,0.9,0.9,1.8,1.3,0.4,0.1,0.9,1.7,8.8,,clarkjo01
240,Day'Ron Sharpe,24,BRK,C,62,7,18.7,3.5,5.7,.601,0.1,0.6,.231,3.3,5.1,.647,.614,1.7,2.5,.678,2.8,3.9,6.7,2.3,1.1,0.4,1.7,2.4,8.7,,sharpda01
241,Vít Krejčí,25,2TM,PG,64,8,21.7,3.0,6.7,.448,2.0,5.1,.391,1.0,1.5,.636,.599,0.6,0.8,.745,0.5,1.8,2.3,1.6,0.7,0.3,0.6,2.1,8.6,,krejcvi01
241,Vít Krejčí,25,ATL,PG,46,8,22.3,3.1,6.7,.464,2.2,5.2,.423,0.9,1.5,.609,.628,0.6,0.8,.750,0.4,1.7,2.1,1.5,0.8,0.3,0.7,2.3,9.0,,krejcvi01
241,Vít Krejčí,25,POR,PG,18,0,19.9,2.7,6.6,.407,1.5,4.9,.307,1.2,1.7,.700,.521,0.6,0.8,.733,0.7,2.2,2.8,1.8,0.6,0.3,0.6,1.6,7.4,,krejcvi01
242,Justin Champagnie,24,WAS,SF,65,18,19.7,3.3,6.4,.516,0.7,2.2,.324,2.6,4.2,.617,.572,1.2,1.5,.778,2.0,3.4,5.4,1.2,0.8,0.6,0.6,1.6,8.6,,champju01
243,Jordan Goodwin,27,PHO,PG,67,7,22.5,3.2,8.0,.405,1.6,4.3,.359,1.7,3.7,.459,.502,0.6,0.8,.696,2.0,2.9,4.9,2.2,1.5,0.2,1.0,1.9,8.6,,goodwjo01
244,Draymond Green,35,GSW,PF,64,64,27.5,3.1,7.5,.417,1.5,4.7,.327,1.6,2.8,.571,.520,0.8,1.2,.692,0.8,4.7,5.5,5.4,0.9,0.6,2.7,2.9,8.6,,greendr01
245,Nolan Traoré,19,BRK,PG,53,30,22.5,3.2,8.4,.378,1.0,3.2,.316,2.2,5.2,.416,.438,1.3,1.6,.770,0.2,1.5,1.7,3.8,0.8,0.4,2.3,2.2,8.6,,traorno01
246,Cason Wallace,22,OKC,SG,74,58,26.8,3.3,7.6,.433,1.3,3.7,.344,2.0,3.9,.517,.517,0.7,0.9,.803,0.8,2.3,3.1,2.6,2.0,0.4,1.0,2.0,8.6,,wallaca01
247,Jaden Ivey,23,2TM,SG,37,5,18.1,3.1,6.9,.445,1.4,3.6,.373,1.7,3.3,.525,.543,1.0,1.3,.809,0.6,1.8,2.5,1.8,0.6,0.4,1.1,1.4,8.5,,iveyja01
247,Jaden Ivey,23,DET,SG,33,2,16.8,3.0,6.7,.450,1.3,3.4,.372,1.7,3.2,.533,.545,0.9,1.2,.789,0.6,1.6,2.2,1.6,0.5,0.4,1.1,1.3,8.2,,iveyja01
247,Jaden Ivey,23,CHI,SG,4,3,28.8,3.8,9.0,.417,2.0,5.3,.381,1.8,3.8,.467,.528,2.0,2.3,.889,1.3,3.5,4.8,4.0,2.0,0.5,1.5,2.3,11.5,,iveyja01
248,Quenton Jackson,27,IND,PG,44,14,17.3,2.9,6.0,.485,0.9,2.3,.380,2.1,3.8,.548,.556,1.8,2.2,.814,0.5,1.7,2.2,2.5,0.5,0.1,1.2,1.6,8.5,,jacksqu01
249,Cody Williams,21,UTA,SG,63,37,23.6,3.4,7.1,.480,0.4,1.8,.224,3.0,5.3,.569,.509,1.2,1.7,.701,1.0,2.0,2.9,1.8,0.7,0.4,1.0,1.9,8.5,,willico04
250,Kentavious Caldwell-Pope,32,MEM,SG,51,14,21.3,2.9,7.2,.410,1.1,3.4,.316,1.9,3.8,.495,.485,1.4,1.6,.913,0.4,2.1,2.5,2.7,0.8,0.2,1.2,1.1,8.4,,caldwke01
251,Luguentz Dort,26,OKC,SF,64,64,27.3,2.9,7.7,.381,1.8,5.5,.338,1.1,2.3,.483,.500,0.7,0.9,.759,0.9,2.8,3.7,1.2,0.8,0.4,0.8,2.7,8.4,,dortlu01
252,Collin Murray-Boyles,20,TOR,PF,53,22,22.0,3.5,6.0,.572,0.3,0.9,.340,3.1,5.1,.615,.598,1.2,1.9,.646,2.4,2.5,4.9,1.8,0.9,0.9,1.1,2.6,8.4,,murraco01
253,Jared McCain,21,2TM,SG,62,1,17.3,3.0,7.1,.422,1.5,3.8,.390,1.5,3.3,.459,.526,0.8,0.9,.873,0.4,1.7,2.1,1.3,0.5,0.1,0.8,1.2,8.3,,mccaija01
253,Jared McCain,21,PHI,SG,37,1,16.8,2.4,6.2,.385,1.2,3.2,.378,1.2,3.0,.393,.483,0.6,0.7,.880,0.2,1.9,2.0,1.7,0.6,0.1,0.8,1.2,6.6,,mccaija01
253,Jared McCain,21,OKC,SG,25,0,18.2,3.9,8.4,.462,1.9,4.7,.402,2.0,3.7,.538,.574,1.0,1.2,.867,0.6,1.5,2.2,0.8,0.4,0.1,0.8,1.3,10.7,,mccaija01
254,Simone Fontecchio,30,MIA,SF,68,7,16.6,2.7,6.7,.400,1.7,4.7,.363,1.0,2.1,.486,.526,1.2,1.5,.840,0.8,2.2,3.0,1.4,0.5,0.1,0.7,1.5,8.3,,fontesi01
255,Al Horford,39,GSW,C,43,12,21.7,3.1,7.2,.424,1.7,4.6,.360,1.4,2.7,.535,.539,0.5,0.6,.846,1.0,4.0,5.0,2.6,0.7,1.2,1.0,1.2,8.3,,horfoal01
256,Jake LaRavia,24,LAL,PF,77,39,24.9,3.0,6.4,.462,0.9,3.0,.320,2.0,3.5,.583,.535,1.4,1.8,.768,1.4,2.5,3.9,1.8,1.2,0.5,1.0,2.4,8.3,,laravja01
257,Kadary Richmond,24,WAS,SG,3,0,22.3,3.3,5.3,.625,0.7,1.3,.500,2.7,4.0,.667,.688,1.0,1.0,1.000,0.3,3.0,3.3,2.7,2.7,0.3,0.7,0.7,8.3,,richmka01
258,Bradley Beal,32,LAC,SG,6,6,20.2,3.0,8.0,.375,1.2,3.2,.368,1.8,4.8,.379,.448,1.0,1.3,.750,0.3,0.5,0.8,1.7,0.5,0.0,1.5,2.3,8.2,,bealbr01
259,LJ Cryer,24,GSW,PG,17,1,16.3,2.6,6.5,.396,2.1,5.2,.393,0.5,1.3,.409,.554,1.0,1.1,.895,0.2,1.4,1.6,0.9,0.1,0.0,0.7,1.6,8.2,,cryerlj01
260,Bones Hyland,25,MIN,PG,68,3,16.3,2.9,6.5,.452,1.5,4.0,.380,1.4,2.4,.572,.570,0.8,1.1,.778,0.3,1.4,1.7,2.6,0.6,0.2,0.9,1.7,8.2,,hylanbo01
261,Brook Lopez,37,LAC,C,70,35,21.5,3.0,7.1,.423,1.5,4.2,.354,1.5,2.9,.522,.527,0.7,0.9,.773,0.5,2.9,3.4,1.3,0.6,1.2,0.8,2.0,8.2,,lopezbr01
262,Gary Trent Jr.,27,MIL,SG,64,21,21.2,2.8,7.2,.390,1.9,5.2,.368,0.9,2.0,.449,.524,0.6,0.8,.765,0.1,0.9,1.0,1.2,0.5,0.0,0.6,1.3,8.2,,trentga02
263,Jonas Valančiūnas,33,DEN,C,60,5,13.2,3.3,5.7,.572,0.1,0.3,.300,3.2,5.4,.589,.581,1.6,2.1,.776,1.5,3.4,4.9,1.2,0.2,0.5,1.1,2.0,8.2,,valanjo01
264,Luke Kennard,29,2TM,SG,73,1,21.2,2.9,5.4,.542,1.5,3.2,.487,1.4,2.2,.620,.685,0.7,0.7,.926,0.4,1.8,2.2,1.9,0.6,0.1,0.7,1.3,8.1,,kennalu01
264,Luke Kennard,29,ATL,SG,46,0,20.5,2.8,5.2,.538,1.6,3.2,.497,1.2,2.0,.604,.692,0.7,0.8,.914,0.4,1.7,2.2,2.1,0.7,0.1,0.7,1.2,7.9,,kennalu01
264,Luke Kennard,29,LAL,SG,27,1,22.3,3.1,5.7,.548,1.4,3.1,.470,1.7,2.7,.639,.674,0.7,0.7,.947,0.4,1.9,2.3,1.7,0.5,0.1,0.8,1.6,8.4,,kennalu01
265,Leaky Black,26,WAS,SF,9,5,31.2,3.0,6.8,.443,1.3,3.1,.429,1.7,3.7,.455,.541,0.8,0.9,.875,1.4,4.4,5.9,1.9,0.8,0.8,0.7,2.7,8.1,,blackle01
266,Devin Carter,23,SAC,PG,34,8,16.9,2.8,7.1,.398,0.7,2.8,.253,2.1,4.3,.493,.448,1.7,2.2,.797,0.8,2.2,3.0,2.3,0.8,0.2,1.3,1.2,8.1,,cartede02
267,Ron Holland,20,DET,SF,73,5,19.8,3.0,6.9,.431,0.5,2.5,.223,2.4,4.4,.546,.471,1.6,2.0,.806,1.1,3.0,4.1,1.2,1.2,0.3,1.3,2.3,8.1,,hollaro01
268,Bryce McGowens,23,NOP,SG,42,13,21.0,2.7,5.6,.481,0.9,2.2,.409,1.8,3.4,.528,.561,1.8,2.3,.779,0.3,1.8,2.1,1.5,0.6,0.2,0.4,2.1,8.1,,mcgowbr01
269,Nique Clifford,23,SAC,SG,71,24,24.4,3.1,7.6,.412,1.0,3.0,.338,2.1,4.6,.460,.479,0.8,1.1,.688,0.9,2.8,3.6,2.3,0.9,0.3,1.5,2.1,8.0,,cliffni01
270,Moussa Diabaté,24,CHO,C,69,43,26.0,3.2,5.1,.630,0.0,0.0,.500,3.2,5.0,.631,.632,1.6,2.5,.659,3.8,5.0,8.8,1.8,0.8,1.0,1.0,2.4,8.0,,diabamo01
271,DeJon Jarreau,28,MEM,SG,11,0,21.0,3.0,7.5,.398,0.4,2.7,.133,2.6,4.8,.547,.422,1.6,2.1,.783,1.1,3.5,4.6,3.3,0.9,0.7,2.4,2.5,8.0,,jarrede01
272,Dariq Whitehead,21,MEM,SF,1,0,22.0,3.0,10.0,.300,1.0,7.0,.143,2.0,3.0,.667,.350,1.0,2.0,.500,0.0,4.0,4.0,2.0,3.0,0.0,2.0,3.0,8.0,,whiteda01
273,Dominick Barlow,22,PHI,PF,66,59,24.0,3.1,5.7,.545,0.3,1.2,.263,2.8,4.5,.621,.573,1.3,1.9,.707,1.9,2.9,4.8,1.3,0.8,0.7,0.8,2.1,7.9,,barlodo01
274,Bruce Brown,29,DEN,SG,77,2,24.5,3.0,6.3,.472,0.7,1.8,.391,2.3,4.5,.504,.528,1.2,1.5,.761,1.0,2.8,3.8,2.1,1.0,0.2,1.1,2.4,7.8,,brownbr01
275,Chaney Johnson,23,BRK,SF,14,0,20.1,2.9,5.1,.556,0.5,1.8,.280,2.4,3.4,.702,.604,1.6,2.0,.786,1.8,2.4,4.2,2.3,0.9,0.5,1.3,3.2,7.8,,johnsch06
276,MarJon Beauchamp,25,PHI,SF,12,1,15.8,2.7,6.2,.432,1.3,3.8,.348,1.3,2.3,.571,.541,1.0,1.4,.706,0.5,2.1,2.6,1.3,0.8,0.3,1.1,1.1,7.7,,beaucma01
277,Luka Garza,27,BOS,C,67,5,15.9,2.8,4.9,.583,0.8,1.8,.441,2.1,3.1,.663,.663,1.3,1.6,.764,2.2,1.7,3.9,0.9,0.4,0.4,0.6,2.3,7.7,,garzalu01
278,Ryan Kalkbrenner,24,CHO,C,65,31,21.6,3.2,4.4,.746,0.0,0.1,.000,3.2,4.3,.759,.746,1.2,1.7,.708,2.4,3.1,5.5,0.8,0.5,1.5,0.9,1.6,7.7,,kalkbry01
279,Cameron Payne,31,PHI,PG,21,1,17.4,2.6,7.0,.377,1.5,4.5,.337,1.1,2.4,.451,.486,0.9,1.0,.864,0.1,1.8,2.0,2.7,1.1,0.3,0.5,1.4,7.7,,payneca01
280,Quinten Post,25,GSW,PF,67,35,17.3,2.9,6.6,.440,1.4,4.1,.336,1.5,2.4,.617,.546,0.5,0.6,.791,1.0,3.0,4.0,1.4,0.4,0.5,0.8,1.9,7.7,,postqu01
281,Walter Clayton,22,2TM,PG,66,4,20.3,2.5,6.5,.377,1.0,3.5,.294,1.4,3.1,.470,.455,1.5,1.7,.895,0.3,1.7,2.0,4.0,0.7,0.3,1.7,1.8,7.5,,claytwa01
281,Walter Clayton,22,UTA,PG,45,0,18.0,2.3,5.7,.398,1.0,3.2,.308,1.3,2.5,.513,.484,1.3,1.4,.935,0.3,1.6,2.0,3.2,0.5,0.3,1.3,1.7,6.8,,claytwa01
281,Walter Clayton,22,MEM,PG,21,4,25.1,2.9,8.3,.345,1.1,4.0,.271,1.8,4.2,.416,.411,2.1,2.5,.846,0.3,1.8,2.1,5.6,1.0,0.3,2.5,1.9,8.9,,claytwa01
282,Vince Williams Jr.,25,2TM,SG,40,12,20.5,2.6,7.3,.353,1.4,4.4,.311,1.2,2.9,.417,.447,1.0,1.3,.780,1.0,2.9,3.9,4.2,0.7,0.4,1.8,2.0,7.5,,willivi01
282,Vince Williams Jr.,25,MEM,PG,34,12,21.6,2.7,7.8,.352,1.4,4.7,.308,1.3,3.1,.419,.445,1.1,1.4,.804,1.0,3.0,4.0,4.4,0.8,0.4,1.9,2.1,8.0,,willivi01
282,Vince Williams Jr.,25,UTA,SG,6,0,14.0,1.7,4.7,.357,1.0,3.0,.333,0.7,1.7,.400,.464,0.3,0.7,.500,0.8,2.3,3.2,2.7,0.3,0.3,1.2,1.5,4.7,,willivi01
283,Taurean Prince,31,MIL,SF,21,3,21.7,2.7,6.2,.435,1.8,4.5,.404,0.9,1.8,.514,.580,0.2,0.2,1.000,0.1,2.2,2.4,1.4,0.6,0.2,1.0,2.0,7.5,,princta02
284,Kris Dunn,31,LAC,PG,77,63,27.3,2.8,5.9,.478,1.0,2.6,.375,1.8,3.3,.560,.561,0.8,1.0,.775,0.7,2.5,3.3,3.6,1.6,0.2,1.3,2.3,7.4,,dunnkr01
285,Nikola Jović,22,MIA,PF,46,1,17.3,2.5,6.7,.367,1.0,3.5,.270,1.5,3.2,.476,.438,1.5,2.2,.683,0.5,2.8,3.3,2.2,0.6,0.4,1.4,1.4,7.4,,jovicni01
286,Caris LeVert,31,DET,SG,56,0,19.4,2.8,6.6,.418,1.0,3.1,.328,1.8,3.5,.497,.495,0.9,1.4,.658,0.4,1.6,2.0,2.7,0.8,0.7,1.4,1.6,7.4,,leverca01
287,Paul Reed,26,DET,C,60,9,13.7,3.1,5.1,.597,0.2,0.6,.333,2.9,4.5,.632,.617,1.1,1.7,.657,2.0,2.5,4.4,1.2,0.9,0.9,0.9,1.8,7.4,,reedpa01
288,Jaylin Williams,23,OKC,PF,62,11,20.0,2.3,5.5,.423,1.5,4.0,.382,0.8,1.5,.532,.561,1.2,1.5,.793,0.5,5.1,5.6,2.4,0.5,0.7,1.1,2.0,7.4,,willija07
289,Josh Minott,23,2TM,PF,48,11,17.0,2.5,5.0,.498,1.3,3.1,.426,1.2,1.9,.613,.629,1.0,1.2,.793,1.0,2.3,3.3,0.9,0.9,0.4,0.9,1.5,7.3,,minotjo01
289,Josh Minott,23,BOS,PF,33,10,15.9,2.1,4.1,.507,1.0,2.3,.442,1.1,1.8,.593,.632,0.6,0.8,.769,1.2,2.4,3.6,1.0,0.7,0.4,0.6,1.5,5.8,,minotjo01
289,Josh Minott,23,BRK,SF,15,1,19.3,3.4,7.0,.486,1.9,4.7,.408,1.5,2.3,.647,.624,1.7,2.1,.813,0.5,2.1,2.6,0.8,1.2,0.6,1.5,1.4,10.5,,minotjo01
290,Bogdan Bogdanović,33,LAC,SG,21,3,20.4,2.5,6.7,.376,1.3,4.0,.329,1.2,2.7,.446,.475,1.0,1.2,.800,0.3,2.4,2.7,2.4,0.5,0.0,1.2,2.1,7.3,,bogdabo01
291,Sharife Cooper,24,WAS,PG,35,1,16.6,2.8,5.8,.480,0.6,1.7,.333,2.2,4.1,.542,.530,1.1,1.4,.816,0.4,1.8,2.2,2.7,0.3,0.1,1.4,1.6,7.3,,coopesh01
292,Jaxson Hayes,25,LAL,C,65,9,18.1,2.9,3.9,.754,0.0,0.0,1.000,2.9,3.8,.751,.760,1.4,2.2,.641,1.5,2.6,4.1,0.9,0.4,0.8,0.4,1.9,7.3,,hayesja02
293,Gary Payton II,33,GSW,SG,68,1,15.5,3.3,5.7,.574,0.5,1.8,.303,2.7,3.9,.700,.622,0.3,0.5,.588,1.4,2.3,3.7,1.7,0.9,0.3,0.9,1.8,7.3,,paytoga02
294,Malachi Smith,26,BRK,SG,10,0,18.2,2.9,5.5,.527,1.2,2.2,.545,1.7,3.3,.515,.636,0.3,0.3,1.000,0.7,1.4,2.1,2.0,1.0,0.4,1.0,0.5,7.3,,smithma02
